id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
22974,Bittensor,TAO,bittensor,231,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'layer-1', 'depin', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'robotics']",21000000.0,10445463.05169714,21000000.0,False,5927026495.75,,32,,,,2025-12-07T03:46:00.000Z,282.23935694025016,76228130.49848391,-47.4914,0.57285176,1.55902602,-4.18632816,-28.47450041,-13.7187558,-15.27402467,2948120774.654144,0.0964,5927026495.75,,2025-12-07T03:46:00.000Z,22974.0,Bittensor,TAO,bittensor,0,2025-12-06 21:48:50.315577
7278,Aave,AAVE,aave,1197,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,15276369.94723153,16000000.0,False,3034957898.6,,33,,,0.08671467,2025-12-07T03:46:00.000Z,189.6848686625772,162217776.72547087,-21.0463,-0.38284558,3.03562472,3.83490236,-4.65569317,-31.17650523,-37.42431838,2897696227.081554,0.0948,3034957898.6,33416447787.0,2025-12-07T03:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2025-12-06 21:48:50.315577
36148,World Liberty Financial USD,USD1,usd1,726,2025-04-13T05:37:56.000Z,"['stablecoin', 'usd-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'wlfi-ecosystem']",,2699126550.2204165,2699126550.2204165,False,2697394167.68,,34,,,,2025-12-07T03:46:00.000Z,0.9993581692039598,206236124.13222635,-27.1733,0.00560646,0.00390743,-0.03665377,0.02680246,-0.01785064,-0.011129,2697394167.6780753,0.0882,2697394167.68,,2025-12-07T03:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8d0D000Ee44948FC98c9B98A4FA4921476f08B0d,2025-12-06 21:48:50.315577
11092,Bitget Token,BGB,bitget-token-new,43,2021-07-29T00:00:00.000Z,"['centralized-exchange', 'ethereum-ecosystem', 'made-in-china']",919992035.98,696882017.0525523,919992035.9787906,False,3262448573.17,,35,,,,2025-12-07T03:44:00.000Z,3.546170451028943,51499321.94888838,-21.833,0.41127124,1.95216067,-1.72645115,-12.6775316,-35.78503475,-26.98779073,2471262416.725209,0.0808,3262448573.17,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x54D2252757e1672EEaD234D27B1270728fF90581,2025-12-06 21:48:50.315577
3897,OKB,OKB,okb,197,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'ethereum-ecosystem', 'alameda-research-portfolio', 'x1-ecosystem', 'okexchain-ecosystem', 'x-layer-ecosystem', 'xlayer-ecosystem', 'made-in-china']",21000000.0,21000000.0,21000000.0,False,2288140932.08,,36,246638974.0,26873558659.752174,,2025-12-07T03:46:00.000Z,108.95909200365135,40134049.25338733,-6.7916,0.83000021,4.00939248,3.28936103,-10.255239,-50.29553988,-44.22825397,2288140932.0766783,0.0748,2288140932.08,,2025-12-07T03:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2025-12-06 21:48:50.315577
37263,Canton,CC,canton-network,54,2025-07-08T04:07:45.000Z,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",,35825303024.361664,35825303024.361664,True,2240857293.13,,37,35824773909.87,2240824197.2423086,,2025-12-07T03:46:00.000Z,0.06254956982784877,21927818.29323754,5.0091,0.01033993,2.05511698,-28.09667484,-58.75652091,-58.75652091,-58.75652091,2240857293.1261516,0.0733,2240857293.13,,2025-12-07T03:46:00.000Z,,,,,,2025-12-06 21:48:50.315577
6535,NEAR Protocol,NEAR,near-protocol,597,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'circle-ventures-portfolio', 'layer-1', 'alleged-sec-securities', 'modular-blockchain', 'account-abstraction', 'data-availability', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,1281842902.0,1281842902.0,False,2198130742.44,,38,1209202633.0,2073565705.511909,,2025-12-07T03:46:00.000Z,1.7148206999578284,127152567.49976966,-30.362,0.17988136,1.56064841,-7.20397812,-19.11545552,-41.54863939,-31.58538244,2198130742.443614,0.0719,2198130742.44,,2025-12-07T03:46:00.000Z,,,,,,2025-12-06 21:48:50.315577
36341,Aster,ASTER,aster,372,2025-04-25T06:46:11.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'dex', 'bnb-chain-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins', 'made-in-china']",8000000000.0,2217079180.973094,7922139508.973094,False,7797178032.84,,39,,,,2025-12-07T03:46:00.000Z,0.9842262969506216,147423372.36464664,-37.5867,0.28475784,-2.13941624,-5.65470152,-3.444146,-49.02571043,1066.32203269,2182107632.3354654,0.0714,7873810375.6,,2025-12-07T03:46:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x000Ae314E2A2172a039B26378814C252734f556A,2025-12-06 21:48:50.315577
1321,Ethereum Classic,ETC,ethereum-classic,681,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio', 'layer-1', '2017-2018-alt-season', 'ethereum-classic-ecosystem', 'binance-ecosystem', 'binance-listing']",210700000.0,154616374.25049728,210700000.0,False,2811160007.41,,40,,,,2025-12-07T03:46:00.000Z,13.342002882814622,50797593.78269591,-33.779,0.02969413,0.79049406,-2.79156041,-12.48323223,-29.76989244,-35.50881739,2062892110.9804792,0.0675,2811160007.41,,2025-12-07T03:46:00.000Z,,,,,,2025-12-06 21:48:50.315577
30171,Ethena,ENA,ethena,398,2024-03-29T04:42:08.000Z,"['defi', 'ethereum-ecosystem', 'binance-labs-portfolio', 'okx-ventures-portfolio', 'cmc-crypto-yearbook-2024-2025', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",15000000000.0,7690625000.0,15000000000.0,False,3925660545.11,,41,1479139274.0,387106579.24408704,0.29149365,2025-12-07T03:46:00.000Z,0.2617107030071916,127188487.37543182,-45.2272,0.17338932,0.45357483,-11.10286134,-16.97038003,-51.37563509,-65.87044121,2012718875.3146832,0.0658,3925660545.11,6904846313.54263,2025-12-07T03:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x57e114B691Db790C35207b2e685D4A43181e6061,2025-12-06 21:48:50.315577
24478,Pepe,PEPE,pepe,630,2023-04-17T06:18:08.000Z,"['memes', 'ethereum-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",420689899653542.56,420689899653542.56,420689899653542.56,False,1906794732.03,,42,,,,2025-12-07T03:46:00.000Z,4.532542220767815e-06,223119524.45643675,-32.3186,-0.14084317,2.99305131,-1.24811851,-19.57573988,-51.53827104,-54.91534835,1906794732.030257,0.0624,1906794732.03,,2025-12-07T03:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,2025-12-06 21:48:50.315577
8916,Internet Computer,ICP,internet-computer,390,2021-03-23T00:00:00.000Z,"['platform', 'ai-big-data', 'smart-contracts', 'polychain-capital-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'icp-ecosystem', 'internet-computer-ecosystem', 'layer-1', 'alleged-sec-securities', 'depin', 'binance-ecosystem', 'binance-listing']",,541567965.3554975,541567965.3554975,True,1884371121.11,,43,541568186.73,1884371891.378524,,2025-12-07T03:46:00.000Z,3.4794730147581245,64175983.16796758,-40.2062,0.14817698,-2.31015979,-13.18045376,-51.32969536,-20.83942752,-28.3569998,1884371121.1119163,0.0616,1884371121.11,,2025-12-07T03:46:00.000Z,,,,,,2025-12-06 21:48:50.315577
35697,Pi,PI,pi,66,2025-02-11T07:16:10.000Z,"['layer-1', 'mobile-mining']",100000000000.0,8346154501.006946,100000000000.0,False,22523859690.91,,44,8346154501.01,1879876129.3939993,,2025-12-07T03:46:00.000Z,0.22523859690909248,12048195.67584059,-32.7156,-0.14166204,-0.51064641,-8.60013324,2.46434053,-5.47106858,-35.05158298,1879876129.3933113,0.0615,22523859690.91,,2025-12-07T03:46:00.000Z,,,,,,2025-12-06 21:48:50.315577
5176,Tether Gold,XAUt,tether-gold,282,2020-02-07T00:00:00.000Z,"['ethereum-ecosystem', 'tokenized-gold', 'real-world-assets-protocols', 'tokenized-assets', 'tokenized-commodities']",,377737.6417,522089.3,False,2194997283.17,,45,48450.0,203696222.79139462,0.72258321,2025-12-07T03:45:00.000Z,4204.25640436315,15099445601.611557,-5.9642,0.03543802,0.03778841,-0.38655732,5.53816538,4.6750902,17.14932053,1588105899.2862577,0.0519,2194997283.17,2197817322.0,2025-12-07T03:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x68749665FF8D2d112Fa859AA293F07A622782F38,2025-12-06 21:48:50.315577
21159,Ondo,ONDO,ondo-finance,390,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets-protocols', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,3159107529.0,10000000000.0,False,4686152374.68,,46,,,0.79728801,2025-12-07T03:45:00.000Z,0.46861523746789985,35040196.0139009,-33.2348,0.0789209,0.137244,-8.28642556,-23.47934857,-48.01960064,-48.95448766,1480405924.8889654,0.0484,4686152374.68,1856801947.0,2025-12-07T03:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,2025-12-06 21:48:50.315577
4705,PAX Gold,PAXG,pax-gold,318,2019-09-26T00:00:00.000Z,"['ethereum-ecosystem', 'tokenized-gold', 'real-world-assets-protocols', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'tokenized-commodities']",,339742.964,339742.964,True,1431692872.97,,47,,,,2025-12-07T03:44:00.000Z,4214.04716116575,43293457.62961318,-69.086,0.0215176,0.04298507,-0.77845369,5.67591199,4.76387334,17.26677828,1431692872.9702377,0.0468,1431692872.97,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x45804880de22913dafe09f4980848ece6ecbaf78,2025-12-06 21:48:50.315577
20396,Kaspa,KAS,kaspa,208,2022-06-01T00:03:58.000Z,"['mineable', 'dag', 'pow', 'store-of-value', 'polychain-capital-portfolio', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing']",28704026601.0,26991537702.285587,26991537702.285587,False,1388314620.17,,48,26991464366.85,1388310848.149083,,2025-12-07T03:46:00.000Z,0.051435180740106834,19454607.42263429,-28.7933,0.35511479,-2.87136476,-9.48008175,-0.86313679,-31.3892674,-36.71243999,1388314620.1704671,0.0454,1476396796.19,,2025-12-07T03:46:00.000Z,,,,,,2025-12-06 21:48:50.315577
13502,Worldcoin,WLD,worldcoin-org,508,2021-10-28T15:31:43.000Z,"['defi', 'zero-knowledge-proofs', 'identity', 'ethereum-ecosystem', 'governance', 'blockchain-capital-portfolio', 'a16z-portfolio', 'token', 'optimism-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,2388035725.0141344,10000000000.0,False,5797991677.62,,49,2388035725.01,1384581125.9475887,,2025-12-07T03:46:00.000Z,0.5797991677623627,63697628.90416975,-43.2841,0.20438906,0.05522794,-8.07994783,-19.78243646,-51.01914714,-52.28786965,1384581125.9499857,0.0453,5797991677.62,,2025-12-07T03:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x163f8c2467924be0ae7b5347228cabf260318753,2025-12-06 21:48:50.315577
33793,Global Dollar,USDG,global-dollar-usdg,33,2024-11-05T04:54:47.000Z,"['stablecoin', 'usd-stablecoin']",,1368490294.633394,1368490294.633394,False,1368467437.65,,50,10750140.0,10749960.447530182,,2025-12-07T03:45:00.000Z,0.9999832976621869,6862743.53126389,-63.465,0.00933342,0.00662445,0.02198306,0.03346194,0.01927172,0.02546525,1368467437.646199,0.0448,1368467437.65,,2025-12-07T03:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe343167631d89B6Ffc58B88d6b7fB0228795491D,2025-12-06 21:48:50.315577
1,Bitcoin,BTC,bitcoin,12492,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19958634.0,19958634.0,False,1787256576927.66,,1,,,,2025-12-07T04:44:00.000Z,89548.0410597067,36032712695.20037,-41.9759,-0.19406887,-0.05786155,-1.46942763,-12.01997686,-26.38778172,-19.32919096,1787256576927.658,58.5479,1880508862253.84,,2025-12-07T04:44:00.000Z,,,,,,2025-12-06 22:46:15.639422
1027,Ethereum,ETH,ethereum,11236,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120695407.9396871,120695407.9396871,True,367624380734.55,,2,,,,2025-12-07T04:44:00.000Z,3045.885398707599,10380289085.583586,-61.2619,-0.29708536,0.41627029,1.56464988,-8.53877476,-31.71873806,-29.21607613,367624380734.5502,12.0428,367624380734.55,,2025-12-07T04:44:00.000Z,,,,,,2025-12-06 22:46:15.639422
825,Tether USDt,USDT,tether,160903,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,185632100913.85397,187859713286.13254,True,187949234857.73,,3,,,,2025-12-07T04:28:00.000Z,1.0004765341649604,50851556404.36383,-47.025,0.00830879,0.03827443,0.02781581,0.09724963,-0.00966887,0.05801967,185720560952.0528,6.0719,187949234857.73,,2025-12-07T04:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-12-06 22:46:15.639422
52,XRP,XRP,xrp,1764,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60331635327.0,99985752852.0,False,205570925734.09,,4,,,,2025-12-07T04:44:00.000Z,2.0560021790141807,1688155250.6504354,-46.8087,-0.08210439,0.85473033,-6.55397536,-7.25342266,-28.10851504,-28.76236143,124041973695.80092,4.0634,205600217901.42,,2025-12-07T04:44:00.000Z,,,,,,2025-12-06 22:46:15.639422
1839,BNB,BNB,bnb,2997,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137735950.4,137735950.4,137735950.4,False,123388918081.15,,5,,,,2025-12-07T04:45:00.000Z,895.8366913127387,1401218636.764754,-27.3446,-0.06739,1.1655886,2.4240804,-6.61386345,-30.35813695,1.91572191,123388918081.15149,4.042,123388918081.15,,2025-12-07T04:45:00.000Z,,,,,,2025-12-06 22:46:15.639422
3408,USDC,USDC,usd-coin,35178,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,78143402832.87233,78143402832.87233,False,78145868303.23,,6,60901219650.23,60903141119.5624,,2025-12-07T04:43:00.000Z,1.000031550588698,4872687454.6129,-60.6433,-0.01717173,-0.00561762,0.02519655,0.00609794,0.03070535,0.0117755,78145868303.23457,2.5599,78145868303.23,,2025-12-07T04:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-12-06 22:46:15.639422
5426,Solana,SOL,solana,1057,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,560632166.8599923,615623861.5739391,True,82044363896.0,,7,525236893.3,69998467400.75816,,2025-12-07T04:31:00.000Z,133.27027917054005,1996026268.832529,-53.8994,0.0669214,-0.06974958,-2.37185313,-14.69415125,-39.33960497,-35.95856828,74715605389.41595,2.4427,82044363896.0,,2025-12-07T04:31:00.000Z,,,,,,2025-12-06 22:46:15.639422
1958,TRON,TRX,tron,1264,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94680372074.7134,94680366258.90028,True,27168210460.83,,8,94667886298.43,27164629378.43954,,2025-12-07T04:45:00.000Z,0.28694661347783834,498609300.0386498,-24.0275,-0.14205692,-0.0252864,2.50441368,0.36886288,-14.94941084,-13.44758907,27168212129.6607,0.89,27168210460.83,,2025-12-07T04:45:00.000Z,,,,,,2025-12-06 22:46:15.639422
74,Dogecoin,DOGE,dogecoin,1354,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,161597442798.57907,161597442798.57907,True,22619360089.8,,9,,,,2025-12-07T04:44:00.000Z,0.13997350266239236,597358176.1560007,-52.3386,-0.17753969,0.30285859,-6.14986896,-14.64191399,-43.25311583,-39.58083561,22619360089.802704,0.741,22619360089.8,,2025-12-07T04:44:00.000Z,,,,,,2025-12-06 22:46:15.639422
2010,Cardano,ADA,cardano,1629,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35902711180.54704,44994867868.16472,False,18796380341.34,,10,37997904336.0,15873433925.082605,,2025-12-07T04:45:00.000Z,0.41774498363699986,324942204.9727518,-42.9814,-0.12724132,0.74448754,0.1294336,-22.25556551,-48.89261753,-50.27159847,14998177494.641556,0.4913,18798524263.66,,2025-12-07T04:45:00.000Z,,,,,,2025-12-06 22:46:15.639422
1831,Bitcoin Cash,BCH,bitcoin-cash,1101,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19963400.0,19963400.0,False,11687124933.9,,11,,,,2025-12-07T04:44:00.000Z,585.4275791647011,363222628.8456739,-3.956,0.01452648,2.57169068,11.07024877,22.21375984,1.12367139,-2.8941853,11687124933.896595,0.3829,12293979162.46,,2025-12-07T04:44:00.000Z,,,,,,2025-12-06 22:46:15.639422
32196,Hyperliquid,HYPE,hyperliquid,208,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",999533278.0,336685219.0,999533278.0,False,30887704782.19,,12,333931719.0,10319200551.80049,,2025-12-07T04:44:00.000Z,30.902127484932002,137846276.78426003,-54.8358,-0.05599872,-1.06646731,-9.55294123,-19.56140188,-32.87574278,-36.51061362,10404289559.83025,0.3408,30887704782.19,,2025-12-07T04:44:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-12-06 22:46:15.639422
1975,Chainlink,LINK,chainlink,2156,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'apechain-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,696849970.4525867,1000000000.0,False,13922909851.13,,13,,,,2025-12-07T04:44:00.000Z,13.922909851128843,424748988.1688177,-36.9548,-0.42750406,2.27179928,6.6071018,-6.38098481,-36.55749989,-38.21195907,9702179318.373161,0.3178,13922909851.13,,2025-12-07T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-12-06 22:46:15.639422
3957,UNUS SED LEO,LEO,unus-sed-leo,64,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921967593.9,985239504.0,False,9511198962.09,,14,,,,2025-12-07T04:44:00.000Z,9.653692247896494,493571.35754916,-48.8624,-0.00874388,0.91066358,-1.8916732,4.07626341,-0.01594548,0.48016804,8900391414.044212,0.2916,9511198962.09,,2025-12-07T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-12-06 22:46:15.639422
